Area,Year,Total Crops Yielded per 100g/ha,Total Crop Based Food Balance per 1000t,Total Fertilizers Used in Tonnes,Total FDI Inflows per million USD,Total Crop Emissions N20,Total Land Use per 1000/ha,Total Pesticides Used in Tonnes,Total Cereal Export Value per 1000 USD,Total Sugar and Honey Export Value per 1000 USD,Total Fruits and Vegetables Export Value per 1000 USD,Total Tobacco Export Value per 1000 USD,Total Fats and Oils Export Value per 1000 USD
Slovenia,2018,112960.83333333333,121.0,5598.652173913043,1384.315967,0.112,235.75,1172.0,257645.33,36083.49,354922.94,1737.53,34846.36
Slovenia,2019,177729.14285714287,144.76923076923077,6020.565217391304,1462.92971,0.12030000000000002,234.46,972.0,284046.62,42820.94,371498.31,3293.81,52454.75
Slovenia,2020,198982.42857142858,147.53846153846155,5229.695652173913,220.10129,0.139,233.95,949.0,301040.22000000003,41887.74,391589.89,3370.1700000000005,47851.3
Slovenia,2021,175923.57142857142,164.46153846153845,5125.434782608696,1773.282838,0.1313,233.35,931.0,431947.37,50750.02,421486.73999999993,3042.9900000000002,88550.66
South Africa,2010,151314.0,505.3076923076923,126341.33333333333,3635.596253,2.9915,12963.0,33598.96,513276.0,283692.0,2682480.0,242552.0,163678.0
South Africa,2011,160314.18181818182,572.9230769230769,138465.5,4242.86578,2.7895,12446.0,33334.33,1050810.0,240771.0,2859155.0,180674.0,216582.0
Sri Lanka,2010,92715.09090909091,85.84615384615384,91803.5,334.37699,1.1136,2180.0,1450.54,125801.0,853.0,140039.0,56510.0,13563.0
Sri Lanka,2011,90940.36363636363,89.46153846153845,71055.2,1124.894858,1.059,2290.0,1290.31,175331.0,1061.0,231027.0,79377.0,12931.0
Sri Lanka,2015,79306.81818181818,83.66666666666667,51360.2,759.953984,1.2745,2300.0,2539.92,63316.04000000001,2052.56,332479.8,89624.56,124628.25
Sri Lanka,2016,73754.09090909091,89.5,22687.727272727272,751.907847,1.179,2310.0,1925.0,49324.78,1862.7299999999998,335095.52,104793.9,95447.86
Sri Lanka,2017,75177.18181818182,74.33333333333333,27915.793,1372.723043,0.7228,2320.2,1266.0,52525.15,2361.78,339702.96,110552.14,95584.16999999998
Sri Lanka,2018,80728.45454545454,55.53846153846154,27441.9204347826,1614.044009,1.065,2371.6,2261.0,41769.77,2982.3400000000006,236193.77,76415.44,91827.68
Sri Lanka,2019,88256.18181818182,63.53846153846154,44839.13846153847,743.466232,1.1253,2371.5728,1526.43,63742.03,2428.06,343367.58,113869.05,75494.55
Sri Lanka,2020,103692.18181818182,85.41666666666667,68767.45076923077,434.075669,1.2605,2372.0,2573.15,74394.75,4442.06,425986.61,91801.19,104916.63000000002
Sri Lanka,2021,94082.09090909091,88.0,47071.123999999996,592.28997,1.3158999999999998,2372.0,2777.7,79297.27,6785.619999999999,506766.15,122280.03000000001,141650.17
Suriname,2010,139909.44444444444,17.416666666666668,4856.0,-247.7,0.0557,61.0,477.87,38080.0,56.0,40256.0,3.0,393.0
Suriname,2011,142059.44444444444,14.583333333333334,4204.0,69.791323,0.0584,63.0,936.24,36172.0,149.0,40353.0,2403.0,8332.0
Sweden,2010,148531.375,187.76923076923077,57057.333333333336,-1164.755708,0.9709999999999999,2621.5,1982.0,871741.0,170301.0,375835.0,76961.0,339252.0
Sweden,2011,169077.125,183.6153846153846,50259.68714285714,11001.24122,1.0623,2606.7,1781.0,1019563.0,160966.0,425103.0,92181.0,443521.0
Sweden,2012,164363.25,210.46153846153848,26746.130434782604,15074.64184,1.1377,2596.4,1814.0,1084592.0,172096.0,447282.0,206944.0,414394.0
Sweden,2013,175213.5,201.0,29555.82608695652,3930.475578,1.1092,2593.18,1620.0,1087762.0,211822.0,418807.0,234345.0,478237.0
Sweden,2014,173414.875,261.0769230769231,32927.913043478264,4030.439643,1.2876,2584.32,1880.0,1212542.71,215854.54,403328.71,240673.06,592505.58
Sweden,2015,175987.25,287.38461538461536,34372.30434782609,8443.906464,1.363,2578.52,1836.2,1072518.34,163255.78,353664.43,211981.42,459417.02
Sweden,2016,180186.625,284.61538461538464,34848.366956521735,19140.7605,1.2258,2568.98,1630.0,1013828.21,191280.22,376571.44,228924.12,489303.17
Sweden,2017,190564.5,265.3076923076923,37123.781739130434,12508.68537,1.3431,2558.43,1525.0,1011282.04,185400.53,387944.94,259403.82,612263.97
Sweden,2018,215043.16666666666,215.92307692307693,35222.37173913043,3805.916769,0.7859,2545.24,1459.0,951506.9899999999,172693.42,373176.59,308867.97,609376.9
Sweden,2019,260801.5,235.07692307692307,34151.30826086956,9988.846893,1.3772,2543.5,1478.1,980311.08,172603.46,379814.73,369471.32,575544.85
Sweden,2020,252836.5,293.46153846153845,40737.89086956521,19721.16245,1.3315999999999997,2542.03,1653.0,1212167.33,193483.54,397297.56,455953.53,623943.21
Switzerland,2010,187710.11111111112,52.69230769230769,17612.846153846152,-1164.755708,0.2071,427.76789999999994,2148.48,653664.0,147960.0,111353.0,664268.0,59725.0
Switzerland,2011,232185.55555555556,48.846153846153854,15908.285714285714,11001.24122,0.22169999999999998,427.16240000000005,2284.09,748926.0,182234.0,119097.0,771842.0,69829.0
Switzerland,2012,210075.0,48.53846153846155,12116.266666666666,15074.64184,0.2112,427.3555,2231.91,659517.0,159127.0,110279.0,630575.0,60096.0
Switzerland,2013,176056.55555555556,54.92307692307692,11802.706842105265,3930.475578,0.1942,427.5028,2290.07,737241.0,164936.0,127982.0,591144.0,67222.0
Switzerland,2014,220232.22222222222,59.38461538461539,12034.874210526315,4030.439643,0.2232,424.9792,2245.45,828367.58,176552.62,129832.36,676525.94,60052.18
Switzerland,2015,179890.77777777778,49.92307692307692,11548.069,8443.906464,0.2066,423.2093,2220.55,738414.56,189206.13,101800.07,580980.48,61243.22
Switzerland,2016,174631.88888888888,49.92307692307692,13147.47888888889,19140.7605,0.1709,423.7434,2158.17,783685.68,177575.74,104245.65,573146.79,59939.759999999995
Switzerland,2017,195989.0,50.30769230769231,14012.6875,12508.68537,0.219,423.0884,2027.76,796652.3,187517.95,103784.68,542559.17,64738.170000000006
Switzerland,2018,190360.0,51.846153846153854,10404.55,3805.916769,0.2037,423.36029999999994,2051.98,918701.48,191178.58,105920.11,626787.19,55709.0
Switzerland,2019,195889.66666666666,52.846153846153854,7996.260869565217,9988.846893,0.2084,423.8124,1952.01,809991.33,172840.69,104893.62,584261.84,54843.37
Switzerland,2020,195385.22222222222,53.0,8773.08695652174,19721.16245,0.2243,425.0371,1928.5900000000001,824387.16,165074.81,107648.54,443457.5,55879.28
Switzerland,2021,162352.11111111112,59.53846153846155,9046.761818181818,20722.04415,0.1688,420.6904,2259.21,789321.97,155209.61,110813.73,448244.82,63963.68
Syrian Arab Republic,2011,143635.72727272726,59.0,47919.181818181816,804.162635,1.3809,5716.0,1897.26,15894.0,56128.0,300883.0,3024.0,140989.0
Tajikistan,2011,79035.0,12.25,1597.5,200.37915,0.2936,877.8,126.12,2018.4,74.0,50356.3,208.0,0.0
Tajikistan,2019,85810.8,12.333333333333336,70097.0,364.48031100000003,0.35730000000000006,1043.2,468.83,1304.89,41.52,18238.27,2508.07,128.82
Tajikistan,2020,85617.4,15.272727272727273,71182.0,192.746653,0.3475,1041.0,439.21,522.63,41.54,19777.48,4553.16,3.5
Tajikistan,2021,84232.5,25.454545454545453,70982.0,84.03818099999998,0.3666,1042.0,480.51,1598.4,212.36000000000004,37065.93,1717.89,0.05
Thailand,2010,112335.63636363637,3308.5384615384614,474665.9518181818,157.479854,11.2032,22024.0,68986.0,6178330.0,2417268.0,4030004.0,97548.0,255137.0
Thailand,2011,121892.36363636363,3722.3846153846152,513567.67300000007,200.37915,11.5871,22028.0,87191.0,7534498.0,3901505.0,5141449.0,106627.0,632246.0
Thailand,2015,116523.09090909091,4766.923076923077,121658.78260869565,571.67804,9.0783,22046.0,26167.67,5673937.5,2921977.85,6591317.52,101802.73,353424.77
Togo,2010,27196.0,18.25,5798.571428571428,85.826719,0.3368,2665.0,242.01,8171.0,26527.0,1876.0,837.0,1359.0
Togo,2011,27681.7,19.25,7523.0,711.08747,0.33390000000000003,2665.0,145.74,1762.0,9104.0,4001.0,525.0,3703.0
Togo,2016,25720.3,16.916666666666668,17568.775,-46.308336,0.449,2820.0,1246.2,750.27,5509.6,3838.4800000000005,119.81999999999998,22759.66
Togo,2017,25726.4,22.66666666666667,14054.875,88.560066,0.46259999999999996,2820.0,1263.0,3283.9299999999994,3648.94,9722.75,155.32,39785.01
Togo,2018,25927.9,30.58333333333333,30472.425000000003,-183.387577,0.475,2820.0,1356.0,6779.49,12518.51,20869.43,169.16,45085.09
Togo,2019,25794.7,33.833333333333336,7838.2,345.69696700000003,0.48590000000000005,2820.0,1425.0,4544.99,15983.939999999999,14651.75,534.52,48087.82
Trinidad and Tobago,2010,31747.625,14.69230769230769,7171.6,549.4,0.0018,47.0,125.5,51204.0,4562.0,36981.0,22519.0,7904.0
Trinidad and Tobago,2011,33141.625,26.30769230769231,804.4444444444445,41.047,0.0021,47.0,172.0,24945.0,3051.0,20351.0,27760.0,2841.0
Tunisia,2010,60850.4,59.83333333333334,21573.329411764702,1512.50524,0.3164,5186.0,2174.9,101178.0,12943.0,331073.0,35338.0,462995.0
Tunisia,2011,59713.3,90.5,14984.6395,1147.835599,0.6581,5233.0,2135.1,209416.0,29177.0,391643.0,37841.0,670168.0
Tunisia,2012,108861.45454545454,71.75,21656.127777777776,1603.441984,0.6484,5123.0,3076.4,120232.0,15619.0,370670.0,39365.0,639387.0
Tunisia,2013,108400.36363636363,68.66666666666667,22459.14380952381,1116.418204,0.41540000000000005,5129.0,2462.0,122544.0,16826.0,405682.0,34831.0,641517.0
Tunisia,2014,106226.27272727272,49.769230769230774,17876.555714285714,1064.040337,0.6491,4920.0,2765.9599999999996,113365.86,19396.51,381915.16,28831.84,388040.84
Tunisia,2015,117538.45454545454,71.46153846153847,35562.75047619048,1002.7375190000001,0.4201,4917.0,2817.44,114038.76,35963.12,358013.25,57713.2,1066661.28
Tunisia,2016,119040.90909090909,63.07692307692308,20848.14285714286,884.857288,0.3807,4934.6,3133.94,87982.29,68650.56,348868.71,50439.28,509045.03
Türkiye,2010,156664.45454545456,958.1538461538462,422932.69249999995,9085.0,8.2674,24395.0,38554.69,1771854.0,353384.0,6114040.0,697028.0,340031.0
Türkiye,2011,158505.0909090909,899.7692307692307,400763.02266666666,16143.0,8.7972,23630.0,39534.43,2067023.0,427691.0,6651238.0,670660.0,643394.0
Türkiye,2014,161387.54545454544,1055.6923076923076,641269.6666666666,12969.0,8.0981,23937.0,39722.72,2789574.92,615986.38,7564476.2,1072108.0,1149994.89
Türkiye,2015,163615.72727272726,1098.6923076923076,631566.6666666666,18976.0,9.3906,23934.0,39026.0,2673980.6,528495.45,7655232.78,918492.12,979072.97
Türkiye,2016,167467.18181818182,1259.923076923077,955035.6666666666,13651.0,8.6272,23711.0,50054.0,2772128.81,493244.34,6725513.61,1006056.12,1022045.7
Türkiye,2017,174506.81818181818,1381.0,695333.8333333334,11113.0,8.8069,23347.0,54098.0,2871882.67,545293.06,6861450.27,943425.35,1019600.95
Türkiye,2018,173174.9090909091,1475.5384615384614,571973.0,12511.0,8.3952,23180.0,60020.0,2968408.39,562844.48,6996448.070000001,1005733.98,965977.84
Türkiye,2019,166002.18181818182,1580.0,657616.8333333334,9543.0,8.3476,23099.0,51297.0,3416925.11,606822.97,8005008.78,906408.2400000001,991235.3900000001
Türkiye,2020,179342.0,1643.8461538461538,825553.3333333334,7686.0,8.9591,23145.0,53672.0,3404455.58,628179.8,8671962.38,904334.43,1346287.97
Türkiye,2021,181265.0,1891.923076923077,654839.5,11840.0,7.7973,23473.0,52963.0,3834811.0600000005,943356.3900000001,9895309.97,775622.75,2056003.89
Uganda,2010,99270.0,68.76923076923077,2228.8333333333335,547.998,0.9717,8950.0,2990.23,75078.0,60171.0,21441.0,68847.0,19892.0
Uganda,2011,97864.44444444444,63.46153846153845,2061.076923076923,894.2939999999999,1.0133,9050.0,3658.45,68636.0,81892.0,30770.0,55225.0,47670.0
Ukraine,2010,78622.5,1386.4615384615383,274781.45454545453,4753.0,10.5188,33374.0,62534.6,2245801.0,179042.0,404330.0,162047.0,1919094.0
Ukraine,2011,96476.2,1694.8461538461538,373769.9,5527.9,13.8674,33395.0,79491.7,4035905.0,269285.0,576536.0,215388.0,3378652.0
Ukraine,2018,119631.7,4327.846153846154,231686.42857142858,4732.154108,16.2078,33752.0,25343.0,7627479.029999999,464863.02,598130.41,398709.07,4491939.45
Ukraine,2019,111758.3,6166.333333333332,239104.61904761905,6017.434533,17.2765,33777.0,24325.0,10033446.8,355467.29,630591.31,437606.23,4724294.43
Ukraine,2020,104594.3,5082.384615384615,277453.28571428574,-36.012797,15.3046,33777.0,24622.0,9806442.84,388828.44,575085.82,441358.75,5747356.89
Ukraine,2021,115305.1,4746.538461538462,287071.61904761905,7319.50277,19.1987,33777.0,26974.0,12293724.76,385681.32,716235.2,448282.63,6874274.159999999
United Republic of Tanzania,2010,77424.09090909091,71.76923076923077,32115.285714285714,1813.3,2.6935,13399.0,1.0,75807.0,13358.0,203835.0,141213.0,39055.0
United Republic of Tanzania,2011,74433.18181818182,65.76923076923077,37572.166666666664,1229.4,2.598,13611.3,1.0,70332.0,9043.0,188786.0,123316.0,43926.0
United Republic of Tanzania,2013,73707.72727272728,95.07692307692308,19672.0,2130.9,2.8585,14035.9,1.0,93009.0,97344.0,303220.0,129077.0,26529.0
United Republic of Tanzania,2014,79137.81818181818,164.83333333333334,36491.55,1416.1,3.0411,14248.2,1.0,273084.19,62309.27,631245.1,322943.06,262485.59
United Republic of Tanzania,2015,83950.27272727272,112.76923076923077,38672.14000000001,1560.8,2.9084,14460.5,1.0,58292.80999999999,1267.4,739004.37,293554.61,121396.11
United Republic of Tanzania,2016,88551.72727272728,86.23076923076923,40860.7525,864.04,2.9204,14672.8,1.0,36037.51,310.34,591757.36,370409.7,23771.92
United States of America,2010,190993.9090909091,12793.307692307691,2834476.063076923,1813.3,93.8708,160416.5,374818.2,23546831.0,1711058.0,17641507.0,1670000.0,4088499.0
United States of America,2011,192327.18181818182,12332.615384615385,2923741.797692308,1229.4,89.5535,159062.0,391298.7,32197691.0,2117047.0,20021039.0,1694643.0,4308800.0
United States of America,2012,203188.72727272726,11471.307692307691,2774061.5,1799.6,86.6053,157707.5,407779.2,24940833.0,2496155.0,21874443.0,1654011.0,3958359.0
United States of America,2013,199361.54545454544,11114.76923076923,2803090.722222222,2130.9,98.7978,158253.4,418673.92,24910412.0,2410642.0,24040351.0,1870627.0,3088921.0
United States of America,2014,196274.9090909091,13689.23076923077,2781481.5,201733.0,102.7605,158799.3,413134.78,27558251.719999995,2203619.28,25028231.019999996,1805453.1699999997,2998568.87
United States of America,2015,200646.0909090909,12960.0,2689363.0188888893,467625.0,101.1954,159345.1,423474.93,23475240.4,1920062.85,24696192.11,2077517.4199999997,2822446.33
United States of America,2016,203437.36363636365,14544.692307692309,2945871.2419999996,459419.0,113.9276,159891.0,451666.83,23491688.92,1881740.41,24402076.97,2297811.63,2866983.85
United States of America,2017,198907.0909090909,14273.23076923077,2949006.310000001,308956.0,103.91160000000002,160436.8,449713.05,23089519.41,1974478.95,25128922.46,2179906.56,3054603.82
United States of America,2018,195727.54545454544,14293.153846153846,2960451.9826666666,203234.0,104.1215,160436.8,457385.42,25618692.719999995,1950047.79,24763155.8,2324869.65,2846586.21
United States of America,2019,199784.18181818182,13062.153846153846,2963739.0179999997,229929.0,96.1674,160436.8,457385.42,21530972.48,1846748.04,25294805.980000004,1803108.0199999998,2734592.43
United States of America,2020,202762.54545454544,14957.846153846154,3004113.5173333334,95882.0,101.6734,160436.8,457385.42,23974384.76,1763268.12,24305221.7,1043999.3,3148715.43
United States of America,2021,197677.18181818182,15482.076923076922,2972846.2153333337,387780.0,105.4222,160436.8,457385.42,35269926.78,1988285.96,25575051.8,1162732.79,3644163.11
Uruguay,2010,134190.0,452.0,58560.583333333336,2289.102,1.3784,2071.0,14981.18,916988.0,22861.0,101186.0,46931.0,96406.0
Uruguay,2011,140533.55555555556,399.5833333333333,45081.61538461538,2504.113,1.2821,2391.0,17517.76,1037197.0,43880.0,90831.0,53612.0,116330.0
Uruguay,2012,156336.0,536.75,47925.0,2216.015647,1.591,2199.0,23506.4,1298972.0,30280.0,77785.0,49788.0,106031.0
Uruguay,2013,138072.66666666666,565.0,68384.35,4250.830992,1.4685999999999997,2346.7,19028.6,1137227.0,39182.0,90189.0,48994.0,98834.0
Uruguay,2014,153139.11111111112,525.1666666666666,61582.5,2235.822622,1.7181,2475.1,22962.2,1085186.98,38590.84,126303.07,57808.64,116256.05
Uruguay,2015,149808.33333333334,434.25,22413.869565217392,1085.40443,1.6049,2467.6,14067.8,653553.66,40843.46,98970.6,43386.46,123262.03
Uruguay,2016,137636.88888888888,401.8333333333333,34529.217391304344,-1821.1025370000002,1.4162,2265.3,13365.8,717411.57,17232.38,104623.77,40492.29,108835.15
Uruguay,2017,148188.33333333334,437.8461538461539,38386.30434782609,-590.451027,1.542,2222.9,14905.96,725643.07,25626.69,101710.3,41177.39,131213.97
Uruguay,2018,143619.0,274.25,44165.77136363636,-11.12161,1.0268,2190.8,16446.12,620259.48,14222.49,82441.28,32176.560000000005,126139.69
Venezuela (Bolivarian Republic of),2010,123853.8,3.769230769230769,109111.1111111111,119.580046,0.7940999999999999,3300.0,3928.0,2008.0,20.0,2951.0,10362.0,0.0
Venezuela (Bolivarian Republic of),2011,132609.1,3.6153846153846154,168235.83333333337,272.19423,0.7609999999999999,3300.0,3928.0,204.0,12.0,1867.0,2563.0,5.0
Venezuela (Bolivarian Republic of),2012,136026.9,1.9230769230769231,46232.13043478261,96.67791099999998,0.7043,3300.0,3928.0,230.0,141.0,1424.0,147.0,0.0
Venezuela (Bolivarian Republic of),2013,133138.9,3.4615384615384617,46567.17086956521,62.58561,0.7649000000000001,3300.0,3928.0,391.0,106.0,3471.0,23.0,4563.0
Viet Nam,2010,114861.45454545454,1562.1666666666667,314370.8461538461,8000.0,10.0094,10118.1,24218.0,3327150.0,87793.0,1800168.0,65398.0,3842.0
Viet Nam,2011,117883.81818181818,1838.9166666666667,329739.3591666667,7519.002,10.4535,10126.6,30302.0,3757246.0,95659.0,2559711.0,61584.0,6214.0
Yemen,2010,56812.3,18.923076923076923,27000.0,188.628,0.3262,1579.0,694.92,9958.0,6626.0,62377.87999999999,2497.0,1611.0
Yemen,2011,56188.2,40.0,15500.0,-518.4203,0.2707,1452.0,819.34,39346.0,25321.0,92845.0,18943.0,6345.0
Zambia,2010,131427.2,41.69230769230769,15960.214285714286,1729.3,0.7044,3436.0,3455.19,78416.0,151088.0,13604.0,117767.0,3011.0
Zambia,2011,131381.5,76.15384615384616,28768.384615384613,1108.5,0.7463,3636.0,3582.7,239366.0,165580.0,17312.0,101323.0,18980.0
Zambia,2014,131975.8,53.41666666666666,169302.0,1488.6,0.8309000000000001,3738.0,3965.24,137905.72,163462.08,27604.28,143362.42,21051.8
Zambia,2015,137475.0,99.16666666666669,187043.0,1304.9,0.6636,3739.0,4092.75,236746.07,136164.06,17653.22,106479.54,25747.17
Zambia,2016,141480.5,71.6923076923077,136190.0,662.8,0.7491,3739.0,4220.27,217686.94,129737.82000000002,16656.49,89624.61,37830.4
Zambia,2017,149045.5,70.07692307692308,180547.5,1107.4,0.9434999999999999,3839.0,4347.78,126682.71,139468.98,17650.55,88485.48,18608.52
Zambia,2018,148768.2,43.76923076923076,130232.925,564.5,0.6835,3839.0,4196.64,82360.53,127914.79,18020.69,104635.07,16737.19
Zambia,2019,151648.9,46.92307692307693,184999.795,859.9,0.5891,3839.0,4196.64,85989.23,144152.02,15039.87,69762.75,16027.709999999997
Zambia,2021,148215.8,78.61538461538461,194259.35,-122.0,0.9896,3839.0,4196.64,155725.58,126878.56000000001,45484.57,129116.42999999998,13831.14
Zimbabwe,2010,85084.45454545454,18.46153846153846,11731.214285714288,166.0,0.5099,4100.0,3305.17,2911.0,52535.0,9131.0,478055.0,2030.0
Zimbabwe,2011,89278.72727272728,15.538461538461538,9578.42857142857,387.0,0.4903,4300.0,3340.35,4588.0,53142.0,12677.0,718045.0,8761.0
Zimbabwe,2017,96210.36363636363,18.90909090909091,10817.0,349.0,0.4894,4100.0,2185.07,13515.02,53981.45,30800.25,837638.52,2451.03
Zimbabwe,2018,99997.81818181818,16.153846153846153,13372.69,745.007943,0.4981,4100.0,2185.07,7562.86,44521.7,45693.61,893113.05,1415.42
